mjd,rotskypa,rotang,gain,mag,mag_err,q,q_err,u,u_err,pol,pol_err,EVPA,EVPA_err
59314.23899,-272.606,0.8229,0.55,12.20702292,0.004571178,0.08633036,0.001486419,0.023653843,0.003449898,10.40110549,0.265624125,130.4052765,1.072267637
59319.22856,-273.61,0.7234,0.55,11.90164839,0.004274704,0.079121975,0.001214491,-0.000467529,0.001223764,9.199289895,0.121913652,121.5707227,0.443083439
59320.22734,-273.748,0.9169,0.55,12.06753083,0.004156264,0.049741136,0.00133458,0.023181772,0.001321048,6.379286273,0.132783136,134.0958964,0.69089315
59320.22827,-273.748,0.9169,0.55,12.06088133,0.004175432,0.050592077,0.001306498,0.023296254,0.001539099,6.474166634,0.142754389,133.9643821,0.772034231
59322.21306,-272.051,0.6891,0.55,12.47575286,0.004323634,0.01094512,0.001707731,0.017014301,0.001442808,2.344730464,0.158085749,151.9226259,2.314745518
59322.21398,-272.051,0.6891,0.55,12.48770725,0.004292589,0.008843033,0.00164064,0.017111857,0.001568949,2.231759788,0.160550257,154.6345353,2.418032257
59324.21214,-272.795,0.9293,0.55,12.67824018,0.006339184,-0.006200405,0.02286278,-0.023546817,0.002419199,2.01090182,1.416512198,70.17881067,26.02212122
59324.21307,-272.795,0.9293,0.55,12.68039135,0.006331982,-0.007166136,0.002391399,-0.021692977,0.002410499,2.64193276,0.240184977,68.41467994,3.001077801
59327.20918,-273.699,1.1714,0.55,12.24513541,0.079702071,0.054155736,0.019688196,-0.073024293,0.071011847,9.289882118,5.097906274,94.93154859,14.23023293
59327.2101,-273.699,1.1714,0.55,12.13509362,0.149425047,,0.154345047,,0.010819671,,,,
59331.19149,-272.15,1.2457,0.55,11.17838056,0.007727671,0.116981171,0.001023954,-0.053390152,0.000981607,14.95175428,0.100300415,110.934033,0.220344223
59331.19242,-272.15,1.2457,0.55,11.18789891,0.009022395,0.115747496,0.00106673,-0.052135456,0.001063423,14.76078254,0.106507809,111.0760266,0.240106381
59332.22411,-280.446,1.0708,0.55,12.01789831,0.005260745,0.024789971,0.00126515,0.012607145,0.001844472,3.227563975,0.158157283,128.3819951,1.793595938
59332.22503,-280.446,1.0708,0.55,12.01139137,0.005278097,0.024567837,0.001200568,0.011402014,0.002044046,3.14146375,0.167621195,127.3520846,2.032656044
59336.23685,-286.818,0.9477,0.55,12.52554578,0.007293362,-0.033178932,0.001949066,0.011040878,0.002172134,4.058323385,0.206362211,9.329110778,1.762187893
59336.23778,-286.818,0.9477,0.55,12.53847481,0.00652747,-0.031662319,0.002494842,0.009732468,0.002652677,3.83944237,0.257499058,9.988723373,2.282728634
59339.2146,-283.067,0.8712,0.55,12.43354666,0.004178254,0.014277055,0.001505494,-0.015760395,0.001507273,2.466537167,0.150628677,88.36942898,2.029205977
59339.21553,-283.067,0.8712,0.55,12.44293777,0.004175165,0.014682118,0.001376323,-0.019273709,0.001586726,2.812221242,0.148524531,85.93251691,1.722873711
59340.16901,-273.017,0.8422,0.55,12.5775859,0.004316423,0.052558865,0.001673484,-0.012338822,0.001945394,6.273629051,0.18145395,115.7271874,1.025263252
59340.16994,-273.017,0.8422,0.55,12.56616461,0.004329696,0.051002913,0.001686019,-0.01138215,0.001722265,6.073164538,0.170423818,116.0428184,0.943222341
59342.23132,-290.01,0.9772,0.55,12.81209635,0.006220373,0.018357984,0.002445386,0.015921834,0.00226613,2.812500185,0.235894102,125.807509,2.764228832
59342.23225,-290.01,0.9772,0.55,12.80876056,0.006691357,0.018071338,0.002646805,0.021261994,0.003839854,3.223317958,0.329356817,130.1587927,3.287104892
59344.1567,-272.722,0.8266,0.55,12.39909618,0.004096986,0.021907597,0.001778766,-0.113062765,0.001517476,13.38977544,0.165329127,83.11101015,0.440290137
59344.15763,-272.722,0.8266,0.55,12.39240124,0.004096066,0.025440125,0.001344016,-0.112028816,0.001517792,13.35733505,0.14335395,84.02503389,0.337412118
59345.20952,-285.806,1.1859,0.55,12.53347419,0.004080132,0.196530577,0.001643123,-0.055876681,0.001654169,23.75730732,0.164865502,101.6083647,0.231817563
59345.21045,-285.806,1.1859,0.55,12.52257573,0.004117519,0.197408807,0.001629088,-0.057293073,0.001604933,23.9009786,0.161705548,101.4519615,0.22394075
59346.15085,-272.789,0.6774,0.55,12.38016182,0.004190615,0.10367095,0.001558099,-0.069482862,0.001512996,14.51077159,0.153571309,105.6455092,0.350545175
59346.15177,-272.789,0.6774,0.55,12.38668844,0.004205116,0.103677416,0.001532856,-0.070841392,0.00167441,14.5997855,0.160519411,105.3888635,0.372033799
59347.17356,-278.348,0.8656,0.55,12.63372648,0.004264374,0.044631083,0.001627328,-0.068066046,0.001765519,9.462381258,0.169783003,88.62848012,0.587813799
59347.17448,-278.348,0.8656,0.55,12.62080707,0.004301796,0.045903876,0.00161307,-0.066974592,0.001771036,9.43938942,0.169389528,89.2152214,0.58751967
59348.16093,-276.149,0.7655,0.55,12.89987057,0.004717878,0.012067792,0.002203619,-0.041011168,0.002482608,4.964164044,0.234727672,82.3994241,1.492465767
59348.16185,-276.149,0.7655,0.55,12.88096275,0.00526449,0.009021493,0.002464557,-0.049921149,0.002669667,5.891809739,0.256916319,79.32282062,1.395584141
59349.14557,-273.124,0.9651,0.55,12.87563413,0.004611019,0.088075591,0.002221993,-0.058581067,0.002081857,12.2973198,0.215306576,105.4116116,0.575734861
59349.14649,-273.124,0.9651,0.55,12.86477591,0.004609809,0.08196346,0.002141136,-0.057424377,0.002040024,11.63445593,0.209119148,104.7182748,0.593654972
59350.15132,-275.001,0.9816,0.55,12.91580118,0.005335404,0.067651022,0.002563825,-0.037709979,0.002249316,9.001897366,0.24117033,105.7809323,0.860983022
59350.15225,-275.001,0.9816,0.55,12.91632011,0.005301617,0.066007228,0.002397742,-0.037245388,0.002286132,8.808722208,0.234260191,105.6318015,0.87450695
59351.14711,-274.958,0.6889,0.55,12.73770033,0.00632585,0.067313597,0.002405855,-0.098672657,0.002551328,13.8861734,0.247965821,92.54272791,0.588322916
59351.14804,-274.958,0.6889,0.55,12.71375209,0.00742856,0.069241421,0.002792323,-0.100262825,0.002920345,14.16457404,0.285705159,92.70646271,0.666374568
59352.16385,-279.408,0.7442,0.55,13.02172609,0.006062547,0.031807547,0.002865356,-0.054392138,0.002859318,7.319144043,0.286233687,86.10116534,1.302058821
59352.16478,-279.408,0.7442,0.55,13.0239701,0.006058607,0.031997384,0.003010094,-0.0476988,0.003013545,6.669541993,0.301183075,87.86928076,1.501881076
59353.15777,-278.533,0.8277,0.55,12.97122584,0.004661915,0.032499419,0.002054981,-0.06797525,0.002273541,8.757634981,0.216701833,84.59338651,0.797469875
59353.1587,-278.533,0.8277,0.55,12.96339053,0.004630089,0.034178151,0.00209891,-0.065448624,0.002073173,8.582062432,0.208608146,85.60408437,0.812240648
59354.15047,-277.419,0.8688,0.55,12.91315982,0.004857322,0.006291672,0.006830339,-0.079505415,0.00214635,9.239898779,0.506251794,75.19334011,2.446589844
59354.1514,-277.419,0.8688,0.55,12.92337147,0.004702831,0.010482035,0.00186224,-0.079132115,0.002014539,9.279249719,0.193988464,76.70380622,0.669321677
59358.11692,-272.012,1.1804,0.55,12.70703394,0.008435117,-0.002235291,0.002286654,-0.080435166,0.003011677,9.352756992,0.267385336,77.54208074,0.814334001
59358.11784,-272.012,1.1804,0.55,12.6941047,0.008200269,0.001551846,0.002732054,-0.08117211,0.002816366,9.434996833,0.277453069,78.88562271,0.964052692
59397.07906,-289.187,1.1503,0.55,12.15189236,0.00395931,-0.045972374,0.001364215,4.00E-05,0.001494427,5.342802523,0.143080307,16.13809672,0.931258241
59397.07999,-289.187,1.1503,0.55,12.14747015,0.003970678,-0.047751016,0.00132762,-0.00059991,0.001442212,5.550349616,0.138610051,16.52289309,0.865166236
59398.09918,-296.884,1.2423,0.55,12.02537152,0.004578933,-0.086771472,0.001419211,-0.096751151,0.001393893,15.11095218,0.140660857,32.52229555,0.310365558
59398.1001,-296.884,1.2423,0.55,12.01939574,0.004567531,-0.085428075,0.001473274,-0.097312392,0.001429945,15.0560257,0.145177117,32.82646268,0.321804636
59399.05168,-283.34,0.8233,0.55,11.93269349,0.003932186,-0.04758176,0.001165006,-0.000701338,0.001335121,5.53118601,0.125295408,22.43222908,0.803737619
59399.0526,-283.34,0.8233,0.55,11.93524383,0.003939732,-0.049050566,0.001143101,-0.001415859,0.001143105,5.704381583,0.114310285,22.83670007,0.667350304
59400.07831,-291.656,1.0284,0.55,11.95083539,0.003925929,-0.07399062,0.001213123,-0.002297087,0.001292219,8.606394393,0.125329508,14.58310701,0.500055409
59400.07923,-291.656,1.0284,0.55,11.95957772,0.003910429,-0.071640372,0.001179552,-0.00302858,0.001330324,8.336281774,0.125720042,14.90436205,0.531400191
59401.01686,-276.314,0.7368,0.55,11.86243345,0.004242551,-0.095484554,0.00119128,0.073994149,0.001175434,14.04574079,0.118338368,10.14935394,0.280173714
59401.01779,-276.314,0.7368,0.55,11.86228765,0.004249509,-0.092978779,0.001304668,0.076686489,0.001181399,14.01360657,0.124456058,9.278535526,0.293029121
59402.04619,-283.901,0.9787,0.55,11.96124804,0.004816501,-0.107009806,0.001487638,-0.015256167,0.001409491,12.56774939,0.144909162,25.5059314,0.373985227
59402.04712,-283.901,0.9787,0.55,11.9564647,0.00484649,-0.10714096,0.001456071,-0.014118141,0.001550356,12.56465622,0.150395236,25.20235518,0.410575363
59403.0449,-284.231,1.0311,0.55,11.83314578,0.004380805,-0.136192409,0.001242893,0.048637771,0.001253795,16.81527064,0.124835575,11.29253111,0.248127415
59403.04583,-284.231,1.0311,0.55,11.82962797,0.004406278,-0.137498115,0.001273342,0.04838397,0.0012307,16.94853253,0.125220227,11.4258144,0.242816862
59404.05389,-287.551,0.9671,0.55,12.15552603,0.003951487,-0.098504052,0.001377254,0.018200787,0.004026638,11.63870537,0.300920632,12.56470768,1.13466356
59404.05482,-287.551,0.9671,0.55,12.14852004,0.003970915,-0.09908827,0.001343845,0.018820954,0.001729589,11.7261913,0.154877345,12.42163986,0.487864989
59405.02342,-280.408,0.7643,0.55,11.97979346,0.00433059,-0.066610059,0.001295287,0.046530159,0.001344137,9.446693276,0.131993791,7.473973728,0.468335792
59405.02435,-280.408,0.7643,0.55,11.97986981,0.004348937,-0.06756156,0.001312443,0.046027353,0.001310926,9.504604521,0.131168464,7.809374828,0.45955947
59406.05329,-288.805,1.1687,0.55,11.62427394,0.005437216,-0.03005234,0.001279339,0.012246775,0.001335364,3.770320943,0.130765171,5.459187268,1.171916029
59406.05422,-288.805,1.1687,0.55,11.60309296,0.006437272,-0.030441396,0.001705374,0.010040897,0.001233877,3.724272538,0.148841316,7.4175977,1.150935826
59408.07333,-297.443,1.2387,0.55,11.94914647,0.005497401,-0.113078418,0.001600294,0.002442411,0.001515364,13.15053952,0.15584076,7.288322832,0.383831235
59408.07425,-297.443,1.2387,0.55,11.94088467,0.007577191,-0.111326522,0.001661665,0.001629403,0.003097124,12.94132277,0.248528775,7.487732228,0.796843458
59409.0516,-290.726,1.2587,0.55,12.04412045,0.005402015,-0.089018196,0.001743678,-0.059139502,0.001848022,12.42523326,0.179660742,31.42309652,0.486980718
59409.05252,-290.726,1.2587,0.55,12.05869752,0.004848427,-0.08669518,0.001459783,-0.060026574,0.001498039,12.26015797,0.147903465,31.97310329,0.403646075
59410.00214,-278.59,0.7552,0.55,12.06809199,0.004807552,-0.063292123,0.001447306,-0.018441907,0.001699855,7.663108247,0.15786387,34.88247004,0.730691998
59410.00306,-278.59,0.7552,0.55,12.05529111,0.004897848,-0.059792937,0.001581792,-0.01955432,0.001506181,7.31290514,0.154444897,35.81475092,0.689293595
59411.04994,-291.976,1.254,0.55,12.21106644,0.0043936,-0.097172665,0.001461762,-0.050784409,0.001491904,12.7480136,0.147691011,27.17024125,0.388133689
59411.05087,-291.976,1.254,0.55,12.20438852,0.004413956,-0.09519618,0.001470102,-0.049495908,0.001500238,12.47492128,0.148524613,27.10976956,0.398867561
59412.04479,-291.026,1.4029,0.55,12.00186011,0.004913783,-0.114394766,0.001608223,-0.038147142,0.00161138,14.02056148,0.160980235,23.54497987,0.382739135
59412.04572,-291.026,1.4029,0.55,12.00229035,0.004927767,-0.112538365,0.001526997,-0.035319642,0.001543795,13.71402184,0.153541865,23.0361113,0.374593236
59413.03527,-289.289,1.0032,0.55,12.10716838,0.005684694,-0.031935481,0.001855078,-0.001406989,0.001904301,3.710435407,0.187985728,17.32233095,1.706523573
59413.03619,-289.289,1.0032,0.55,12.1132581,0.005620175,-0.030034358,0.002583805,-0.001760081,0.001602908,3.493366655,0.214990337,17.73791287,1.530464176
59413.9614,-271.927,0.7066,0.55,12.08140508,0.007297326,-0.042517459,0.001787622,2.27E-05,0.002278941,4.936789505,0.20480674,33.40771561,1.535530311
59413.96233,-271.927,0.7066,0.55,12.09273632,0.007173298,-0.041660653,0.001957425,0.002843933,0.002096533,4.849419815,0.202817124,31.47040254,1.43790221
59414.96119,-272.5,0.7107,0.55,11.65721914,0.007029892,-0.016051941,0.00117959,-0.035483629,0.001431265,4.526303804,0.131147814,65.67957315,0.901826488
59414.96211,-272.5,0.7107,0.55,11.65442033,0.007042834,-0.01359732,0.003557082,-0.033963569,0.001458361,4.23619152,0.271829162,66.94064868,2.620493768
59415.97508,-276.036,0.8139,0.55,11.83824995,0.005265403,0.000596081,0.001089965,-0.021184761,0.001282092,2.461059097,0.118992071,75.11985976,1.473586717
59415.97601,-276.036,0.8139,0.55,11.82516093,0.005303747,0.00118142,0.00104909,-0.020667778,0.001315644,2.404056381,0.118986165,75.94980271,1.453141385
59416.98186,-278.267,0.8236,0.55,11.86388737,0.005155369,-0.080396686,0.001221799,0.041783604,0.00104749,10.53485502,0.113798708,13.35214438,0.343656749
59416.98278,-278.267,0.8236,0.55,11.87070898,0.005136084,-0.080013696,0.001274388,0.041640017,0.001335693,10.48727154,0.130540036,13.33651499,0.420146615
59417.95147,-272.143,0.7043,0.55,12.0972016,0.009034376,-0.094994827,0.002129121,-0.02095496,0.00201493,11.30902639,0.207281201,39.42684398,0.594985682
59417.95239,-272.143,0.7043,0.55,12.10413721,0.008998635,-0.093765787,0.002059274,-0.020033279,0.002144768,11.14628828,0.210245544,39.23702769,0.639725977
59420.94567,-272.493,0.8777,0.55,11.92787662,0.009527597,-0.035899006,0.001766469,0.0026865,0.002053157,4.179177112,0.191519344,30.71712582,1.632695908
59420.9466,-272.493,0.8777,0.55,11.92048878,0.0094629,-0.036464753,0.001921165,0.002824453,0.001825322,4.24748819,0.187386042,30.64244007,1.430209039
59421.97678,-280.315,0.8031,0.55,11.93068539,0.005585154,-0.00488359,0.000994685,-0.048869493,0.001391161,5.709619822,0.120928208,67.18165313,0.582942498
59421.97771,-280.315,0.8031,0.55,11.93531987,0.005597,-0.004317628,0.001290959,-0.051299696,0.001420035,5.984286197,0.13570326,67.62952545,0.718915622
59423.01529,-291.36,1.2526,0.55,11.84666626,0.004990557,-0.077045398,0.001342584,0.107716258,0.001278682,15.39854526,0.131102201,166.7773592,0.285821551
59423.01621,-291.36,1.2526,0.55,11.85225163,0.004974145,-0.07587389,0.001296313,0.108377227,0.001230589,15.38264633,0.126387868,166.487754,0.276106651
59423.97072,-280.208,0.7823,0.55,11.59594585,0.004223056,-0.058625392,0.001051614,0.086760185,0.001079084,12.17500283,0.1065438,177.1657952,0.29008978
59423.97165,-280.208,0.7823,0.55,11.57760612,0.004276514,-0.05843522,0.001104877,0.08612909,0.001102603,12.10178348,0.110374078,177.219679,0.303915417
59424.96177,-278.732,0.7658,0.55,11.74829016,0.004987905,-0.10072986,0.00136289,0.050855301,0.001222731,13.12007086,0.129470833,13.2241215,0.317979056
59424.96269,-278.732,0.7658,0.55,11.74931412,0.004962806,-0.101032435,0.001370121,0.047658885,0.001420606,12.98839282,0.139559181,13.99093666,0.361993488
59425.93219,-272.655,0.7551,0.55,11.24450386,0.005423481,-0.085496272,0.001136373,0.070046256,0.001084138,12.85126703,0.111056282,13.03128713,0.286517852
59425.93311,-272.655,0.7551,0.55,11.25066858,0.005368326,-0.08560241,0.001081385,0.0707925,0.001074036,12.91597773,0.107771714,12.89976351,0.277762207
59426.93923,-274.596,0.956,0.55,11.47821473,0.009835584,-0.007331047,0.001161525,-0.009521589,0.00161815,1.38849629,0.140692304,56.9569532,3.217512305
59426.94016,-274.596,0.956,0.55,11.50309535,0.006359328,-0.008599777,0.001468005,-0.005871881,0.002121239,1.189879229,0.181856418,47.91652453,5.330437209
